train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,created_at,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.12378742545843124,0.0008892685873433948,0.12378742545843124,49.0,0,2025-05-27 05:20:25.401384,,,,,,,,,
0.13529297709465027,0.004197177477180958,0.13529297709465027,99.0,0,2025-05-27 05:21:50.458796,,,,,,,,,
0.12360705435276031,0.0010065720416605473,0.12360705435276031,149.0,0,2025-05-27 05:23:15.642899,,,,,,,,,
0.08126361668109894,0.00047679105773568153,0.08126361668109894,199.0,0,2025-05-27 05:24:40.699556,,,,,,,,,
0.060622017830610275,0.0003495792916510254,0.060622017830610275,249.0,0,2025-05-27 05:26:05.821657,,,,,,,,,
0.10551302134990692,0.0006320123793557286,0.10551302134990692,299.0,0,2025-05-27 05:27:30.889486,,,,,,,,,
0.09231577813625336,0.0014643223257735372,0.09231577813625336,349.0,0,2025-05-27 05:28:55.987810,,,,,,,,,
0.16446588933467865,0.006232010200619698,0.16446588933467865,399.0,0,2025-05-27 05:30:21.034803,,,,,,,,,
0.08945883065462112,0.000755395507439971,0.08945883065462112,449.0,0,2025-05-27 05:31:46.136538,,,,,,,,,
0.07175451517105103,0.00040359035483561456,0.07175451517105103,499.0,0,2025-05-27 05:33:11.215323,,,,,,,,,
0.17881959676742554,0.02843826822936535,0.17881959676742554,549.0,0,2025-05-27 05:34:36.387536,,,,,,,,,
0.12025206536054611,0.0026301220059394836,0.12025206536054611,599.0,0,2025-05-27 05:36:01.486840,,,,,,,,,
0.11875006556510925,0.0012958128936588764,0.11875006556510925,649.0,0,2025-05-27 05:37:26.518563,,,,,,,,,
0.06588297337293625,0.0004279642307665199,0.06588297337293625,699.0,0,2025-05-27 05:38:51.471103,,,,,,,,,
0.13648520410060883,0.0030221694614738226,0.13648520410060883,749.0,0,2025-05-27 05:40:16.434287,,,,,,,,,
0.04236970096826553,0.00019948574481531978,0.04236970096826553,799.0,0,2025-05-27 05:41:41.457375,,,,,,,,,
0.13379019498825073,0.006735431030392647,0.13379019498825073,849.0,0,2025-05-27 05:43:06.416893,,,,,,,,,
0.1220412403345108,0.0012794800568372011,0.1220412403345108,899.0,0,2025-05-27 05:44:31.428062,,,,,,,,,
0.05449209362268448,0.0002939257537946105,0.05449209362268448,949.0,0,2025-05-27 05:45:56.396316,,,,,,,,,
0.09082373976707458,0.007314797956496477,0.09082373976707458,999.0,0,2025-05-27 05:47:21.347445,,,,,,,,,
0.0804591104388237,0.0004988196305930614,0.0804591104388237,1049.0,0,2025-05-27 05:48:46.404838,,,,,,,,,
0.07898098975419998,0.0005789484130218625,0.07898098975419998,1099.0,0,2025-05-27 05:50:11.402125,,,,,,,,,
,,,,0,2025-05-27 05:52:34.940896,0.07606980204582214,0.0016272630309686065,0.07606980204582214,0.07698221504688263,0.0017351076239719987,0.07698221504688263,,,
,,,,0,2025-05-27 05:52:51.370115,,,,,,,0.09705618023872375,0.0019259112887084484,0.09705618023872375
0.09222923219203949,0.0009401158313266933,0.09222923219203949,1149.0,1,2025-05-27 05:53:01.909301,,,,,,,,,
0.06197742745280266,0.000500850030221045,0.06197742745280266,1199.0,1,2025-05-27 05:54:26.741231,,,,,,,,,
0.08069998025894165,0.0004157656221650541,0.08069998025894165,1249.0,1,2025-05-27 05:55:51.581895,,,,,,,,,
0.08206343650817871,0.0008060741238296032,0.08206343650817871,1299.0,1,2025-05-27 05:57:16.404555,,,,,,,,,
0.06333848088979721,0.0013402828481048346,0.06333848088979721,1349.0,1,2025-05-27 05:58:41.217591,,,,,,,,,
0.10139299184083939,0.0014487619046121836,0.10139299184083939,1399.0,1,2025-05-27 06:00:05.993933,,,,,,,,,
0.0761943906545639,0.016543617472052574,0.0761943906545639,1449.0,1,2025-05-27 06:01:30.807182,,,,,,,,,
0.05829356983304024,0.0002914561773650348,0.05829356983304024,1499.0,1,2025-05-27 06:02:55.527967,,,,,,,,,
0.07996316254138947,0.0014986277092248201,0.07996316254138947,1549.0,1,2025-05-27 06:04:20.319090,,,,,,,,,
0.04812470078468323,0.00022782169980928302,0.04812470078468323,1599.0,1,2025-05-27 06:05:45.137211,,,,,,,,,
0.022934583947062492,0.00010439525067340583,0.022934583947062492,1649.0,1,2025-05-27 06:07:09.976719,,,,,,,,,
0.047338712960481644,0.00022064504446461797,0.047338712960481644,1699.0,1,2025-05-27 06:08:34.883826,,,,,,,,,
0.10650896281003952,0.0012403633445501328,0.10650896281003952,1749.0,1,2025-05-27 06:09:59.812788,,,,,,,,,
0.06596425175666809,0.0003871067310683429,0.06596425175666809,1799.0,1,2025-05-27 06:11:24.753521,,,,,,,,,
0.042681626975536346,0.00023707938089501113,0.042681626975536346,1849.0,1,2025-05-27 06:12:49.745685,,,,,,,,,
0.05094259977340698,0.0004098032950423658,0.05094259977340698,1899.0,1,2025-05-27 06:14:14.567936,,,,,,,,,
0.06762020289897919,0.000574382720515132,0.06762020289897919,1949.0,1,2025-05-27 06:15:39.409617,,,,,,,,,
0.07249870896339417,0.001051954459398985,0.07249870896339417,1999.0,1,2025-05-27 06:17:04.112875,,,,,,,,,
0.08089286088943481,0.0008610017248429358,0.08089286088943481,2049.0,1,2025-05-27 06:18:28.859837,,,,,,,,,
0.09188587963581085,0.0005824819090776145,0.09188587963581085,2099.0,1,2025-05-27 06:19:53.637469,,,,,,,,,
0.06571996212005615,0.00031414235127158463,0.06571996212005615,2149.0,1,2025-05-27 06:21:18.435324,,,,,,,,,
0.07276555895805359,0.0007225400768220425,0.07276555895805359,2199.0,1,2025-05-27 06:22:43.218367,,,,,,,,,
0.04266916587948799,0.00019006528600584716,0.04266916587948799,2249.0,1,2025-05-27 06:24:08.006024,,,,,,,,,
,,,,1,2025-05-27 06:26:06.826963,0.07676970213651657,0.002048427239060402,0.07676970213651657,0.07020968943834305,0.001719866064377129,0.07020968943834305,,,
,,,,1,2025-05-27 06:27:14.941975,,,,,,,0.07674103230237961,0.001651209662668407,0.07674103230237961
0.02041475474834442,8.935117512010038e-05,0.02041475474834442,2299.0,2,2025-05-27 06:27:35.751735,,,,,,,,,
0.11060473322868347,0.002251216908916831,0.11060473322868347,2349.0,2,2025-05-27 06:29:00.655131,,,,,,,,,
0.10340894013643265,0.0008932237979024649,0.10340894013643265,2399.0,2,2025-05-27 06:30:25.540328,,,,,,,,,
0.12177249044179916,0.003079027868807316,0.12177249044179916,2449.0,2,2025-05-27 06:31:50.432995,,,,,,,,,
0.07508344948291779,0.0023635653778910637,0.07508344948291779,2499.0,2,2025-05-27 06:33:15.327184,,,,,,,,,
0.08030783385038376,0.0027327812276780605,0.08030783385038376,2549.0,2,2025-05-27 06:34:40.340390,,,,,,,,,
0.02529325895011425,0.00011407298006815836,0.02529325895011425,2599.0,2,2025-05-27 06:36:05.251798,,,,,,,,,
0.05102888122200966,0.0009987038793042302,0.05102888122200966,2649.0,2,2025-05-27 06:37:30.244985,,,,,,,,,
0.07611633837223053,0.004042545799165964,0.07611633837223053,2699.0,2,2025-05-27 06:38:55.207557,,,,,,,,,
0.0296452846378088,0.00014309784455690533,0.0296452846378088,2749.0,2,2025-05-27 06:40:20.217198,,,,,,,,,
0.09426310658454895,0.0015352627960965037,0.09426310658454895,2799.0,2,2025-05-27 06:41:45.018213,,,,,,,,,
0.06258022785186768,0.0003230565052945167,0.06258022785186768,2849.0,2,2025-05-27 06:43:09.987602,,,,,,,,,
0.08290070295333862,0.0006259974325075746,0.08290070295333862,2899.0,2,2025-05-27 06:44:34.942004,,,,,,,,,
0.10292194783687592,0.001167338457889855,0.10292194783687592,2949.0,2,2025-05-27 06:45:59.856960,,,,,,,,,
0.06212442368268967,0.00035326313809491694,0.06212442368268967,2999.0,2,2025-05-27 06:47:24.716400,,,,,,,,,
0.11061006039381027,0.002274026395753026,0.11061006039381027,3049.0,2,2025-05-27 06:48:49.565980,,,,,,,,,
0.034668438136577606,0.00015642892685718834,0.034668438136577606,3099.0,2,2025-05-27 06:50:14.383329,,,,,,,,,
0.03203465789556503,0.00014436710625886917,0.03203465789556503,3149.0,2,2025-05-27 06:51:39.283919,,,,,,,,,
0.08527889847755432,0.0005810318980365992,0.08527889847755432,3199.0,2,2025-05-27 06:53:04.161210,,,,,,,,,
0.024307172745466232,0.00010948269482469186,0.024307172745466232,3249.0,2,2025-05-27 06:54:29.109663,,,,,,,,,
0.07938089966773987,0.0004362528270576149,0.07938089966773987,3299.0,2,2025-05-27 06:55:53.950637,,,,,,,,,
0.0706004872918129,0.0009111728286370635,0.0706004872918129,3349.0,2,2025-05-27 06:57:18.858651,,,,,,,,,
0.11837401986122131,0.0035418153274804354,0.11837401986122131,3399.0,2,2025-05-27 06:58:43.742460,,,,,,,,,
,,,,2,2025-05-27 07:00:32.233426,0.07623203098773956,0.001993209356442094,0.07623203098773956,0.0725855752825737,0.0018741522217169404,0.0725855752825737,,,
,,,,2,2025-05-27 07:01:38.142314,,,,,,,0.0740780308842659,0.001679978216998279,0.0740780308842659
0.029478000476956367,0.00012858628178946674,0.029478000476956367,3449.0,3,2025-05-27 07:02:09.111134,,,,,,,,,
0.10672568529844284,0.0016535191098228097,0.10672568529844284,3499.0,3,2025-05-27 07:03:33.921197,,,,,,,,,
0.06349444389343262,0.00041088846046477556,0.06349444389343262,3549.0,3,2025-05-27 07:04:58.700745,,,,,,,,,
0.04718855395913124,0.00023456764756701887,0.04718855395913124,3599.0,3,2025-05-27 07:06:23.470644,,,,,,,,,
